id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgzHweE1twYJhIi1CNt4AaABAg	0	0	2018-10-19 18:58:47	Nicole Vega	Aquí aparece un comentario en español.<br />Esta fue la primera canción del Mixtape (me parece) y recién la vengo a escuchar ahora. Me puso la piel de gallina.	UCaW4d60Ug_RLMb3BHwF0DHQ	http://www.youtube.com/channel/UCaW4d60Ug_RLMb3BHwF0DHQ	0		
Ugyvsjrgddo49VIoUEh4AaABAg	0	1	2018-10-19 14:52:57	Kimberly Valdez	I’m mostly see Hispanic people build shit I’m one my self ( Hispanic ) not a builder but like We do the WORK !! (Btw construction building )	UCbPJsZ8wUyP5zQiOupJ60WQ	http://www.youtube.com/channel/UCbPJsZ8wUyP5zQiOupJ60WQ	0		
Ugz70S6CSpOeZRlZiXp4AaABAg	0	0	2018-10-19 12:14:34	Frances Leones	We forget where we came from, we lose our way home. We forget how we started, we risk destroying our future.	UCfVCbQCqXtDUjFr_mTQFXjw	http://www.youtube.com/channel/UCfVCbQCqXtDUjFr_mTQFXjw	0		
Ugzt7L8Zaxj42drsYsV4AaABAg	0	0	2018-10-19 08:10:22	YaBoyFranko	Who else got shown this in school?	UCRuntZzs4QCt5_hiLYBqFyw	http://www.youtube.com/channel/UCRuntZzs4QCt5_hiLYBqFyw	0		
UgxDL6MLFsD8GcuWJEZ4AaABAg	0	0	2018-10-19 00:51:01	Lids _	The next time my mother says something about immigrants, Lin, Hamilton and Lafayette are my arguments. ❤	UCh-5ocdXtOiDOKRwJQj9TIw	http://www.youtube.com/channel/UCh-5ocdXtOiDOKRwJQj9TIw	0		
Ugwc1AiUCaUuWtylDZt4AaABAg	0	0	2018-10-19 00:46:17	Lids _	No me da tiempo a cambiar de inglés a español tan rápido, esa chica es genial. ❤	UCh-5ocdXtOiDOKRwJQj9TIw	http://www.youtube.com/channel/UCh-5ocdXtOiDOKRwJQj9TIw	0		
Ugxs46nPUdDnPgl1xzF4AaABAg	0	0	2018-10-18 05:26:04	Kath SanHa	Wow, I can&#39;t believe my uncle went through that.	UCnvfc75w0QZqtxJJWXsmgKw	http://www.youtube.com/channel/UCnvfc75w0QZqtxJJWXsmgKw	0		
Ugz4hPWLOfttMjDaC4N4AaABAg	0	0	2018-10-18 00:39:49	Kyoko - Chan	AAAAAAAAAHHH RESIDENTEEEEE LO AMOOOOO<br />Edit: y Daveed (Lafayette) skdksksm best video ever bro!! 😀👏🏼👏🏼👏🏼👏🏼	UCkwCpprSCrgtta0J-FCN-HQ	http://www.youtube.com/channel/UCkwCpprSCrgtta0J-FCN-HQ	0		
UgxO-QSH3zDN1TC4-yh4AaABAg	0	0	2018-10-17 20:51:15	ceda rv	residente aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	UCrb_Lonp7wBE-QTPsaq-IfQ	http://www.youtube.com/channel/UCrb_Lonp7wBE-QTPsaq-IfQ	0		
UgwTQpG6rG0Siez8JJt4AaABAg	0	0	2018-10-17 20:44:38	Stranger_Things Cast	IF YOU DON &#39;T SPEAK ENGLISH! LEAVE AMERICA RIGHT NOW! YOU ALL ARE TAKING AWAY OUR JOBS!	UCAztWG8xgfsnhwUKGcA2ZUg	http://www.youtube.com/channel/UCAztWG8xgfsnhwUKGcA2ZUg	0		
UgzqcQhcxXF_mPpP0xN4AaABAg	2	0	2018-10-17 01:27:32	Gay Jesus	My Grandma is an immigrant. A sweet old lady, who has done nothing but care for her family for her entire life. This song is amazing.	UC-YkPWn_gZq7kme5sQ8R8oQ	http://www.youtube.com/channel/UC-YkPWn_gZq7kme5sQ8R8oQ	0		
UgzqcQhcxXF_mPpP0xN4AaABAg.8mUIguKbp_E8mWO7T7F1Lm		0	2018-10-17 20:53:28	Gay Jesus	+Stranger_Things Cast You like Hamilton? He was an immigrant.	UC-YkPWn_gZq7kme5sQ8R8oQ	http://www.youtube.com/channel/UC-YkPWn_gZq7kme5sQ8R8oQ	1	UgzqcQhcxXF_mPpP0xN4AaABAg	Gay Jesus
UgzqcQhcxXF_mPpP0xN4AaABAg.8mUIguKbp_E8mWNCvVCQHm		0	2018-10-17 20:45:28	Stranger_Things Cast	Immigrants need to leave! You all are taking away our jobs!	UCAztWG8xgfsnhwUKGcA2ZUg	http://www.youtube.com/channel/UCAztWG8xgfsnhwUKGcA2ZUg	1	UgzqcQhcxXF_mPpP0xN4AaABAg	Gay Jesus
